ID_POLICE,NUM_POLICE,ID_BRANCHE,CODE_PRODUIT,LIB_PRODUIT,BRANCHE,ID_AGENT,ID_CLIENT,TYPE_POLICE,DUREE,PERIODICITE,DATE_EFFET,DATE_ECHEANCE,POLRP,SITUATION,BONUS_MALUS
245,A0000245,1,35,Flotte,AUTO,96,4935,individuel,R,T,2024-12-13,2025-12-13,,V,7.0
246,A0000246,1,35,Flotte,AUTO,46,7387,individuel,R,A,2019-05-22,2020-05-21,,V,4.0
247,  A0000247  ,1,30,Automobile,AUTO,117,23895,individuel,R,C,2021-06-20,,,A,5.0
248,A0000248,1,35,Flotte,AUTO,120,14208,individuel,F,A,2019-02-28,2020-02-28,,R,5.0
249,A0000249,1,35,Flotte,AUTO,89,17593,individuel,R,A,2023-12-06,2024-12-05,,T,4.0
250,A0000250,1,30,Automobile,AUTO,163,24241,flotte,R,A,2023-08-08,2024-08-07,,T,3.0
251,A0000251,1,35,Flotte,AUTO,123,14962,individuel,R,T,2021-05-04,2022-05-04,,T,3.0
252,A0000252,1,30,Automobile,AUTO,103,13635,individuel,R,C,2023-12-31,2024-12-30,,V,7.0
253,A0000253,1,38,Carte Orange,AUTO,185,20671,individuel,F,A,2022-01-04,2023-01-04,,S,7.0
254,A0000254,1,36,Deux Roues,AUTO,189,13470,individuel,R,A,2023-04-09,2024-04-08,,V,2.0
255,a0000255,1,38,Carte Orange,AUTO,46,27453,individuel,R,S,2019-03-16,2020-03-15,,V,6.0
256,A0000256,1,30,Automobile,AUTO,175,786,individuel,S,C,2023-03-07,2024-03-06,,V,4.0
257,A0000257,1,38,Carte Orange,AUTO,30,24796,individuel,S,T,2020-10-30,2021-10-30,,V,5.0
258,A0000258,1,35,Flotte,AUTO,23,2181,flotte,R,A,2021-05-29,2022-05-29,,V,4.0
259,A0000259,1,36,Deux Roues,AUTO,171,2926,individuel,F,A,2020-07-16,2021-07-16,,V,4.0
260,,1,36,Deux Roues,AUTO,164,15051,individuel,R,C,2023-03-10,2024-03-09,,V,4.0
261,A0000261,1,37,Carte Verte,AUTO,145,1975,individuel,R,C,2020-03-26,2021-03-26,,V,7.0
262,A0000262,1,36,Deux Roues,AUTO,76,16222,individuel,R,S,2019-07-11,2020-07-10,,S,9.0
263,A0000263,1,35,Flotte,AUTO,190,23487,flotte,R,C,2023-08-04,2024-08-03,,V,7.0
264,A0000264,1,37,Carte Verte,AUTO,135,14256,individuel,S,S,2019-09-17,2020-09-16,,V,4.0
265,A0000265,1,37,Carte Verte,AUTO,185,5583,individuel,S,S,2021-12-31,2022-12-31,,V,8.0
266,A0000266,1,37,Carte Verte,AUTO,71,23157,individuel,R,A,2021-12-12,2022-12-12,,V,4.0
267,A0000267,1,38,Carte Orange,AUTO,20,11163,individuel,R,A,2022-12-19,2023-12-19,,A,1.0
268,A0000268,1,30,Automobile,AUTO,191,23804,individuel,R,S,2023-01-12,2024-01-12,,R,5.0
269,A0000269,1,35,Flotte,AUTO,16,18007,individuel,F,A,2019-12-08,2020-12-07,,V,9.0
270,A0000270,1,38,Carte Orange,AUTO,191,14326,individuel,R,A,2019-12-18,2020-12-17,,T,9.0
271,A0000271,1,30,Automobile,AUTO,152,7233,individuel,R,T,2019-10-27,2020-10-26,,V,9.0
272,A0000272,1,30,Automobile,AUTO,79,25501,individuel,S,A,2020-10-05,2021-10-05,,V,7.0
273,A0000273,1,38,Carte Orange,AUTO,100,18985,individuel,R,S,2020-03-11,,,S,3.0
274,A0000274,1,38,Carte Orange,AUTO,152,10696,flotte,R,S,2023-05-02,2024-05-01,,V,8.0
275,A0000275,1,37,Carte Verte,AUTO,24,19068,flotte,S,S,2024-08-10,2025-08-10,A0000188,V,9.0
276,A0000276,1,36,Deux Roues,AUTO,162,21252,individuel,R,S,2021-02-17,2022-02-17,,R,4.0
277,A0000277,1,38,Carte Orange,AUTO,200,12367,individuel,S,C,2024-06-20,2025-06-20,,V,5.0
278,A0000278,1,36,Deux Roues,AUTO,5,7060,individuel,S,S,2021-09-19,2022-09-19,,V,2.0
279,A0000279,1,38,Carte Orange,AUTO,197,7184,individuel,S,A,2024-11-19,2025-11-19,,V,7.0
280,A0000280,1,36,Deux Roues,AUTO,165,17559,individuel,R,A,2019-03-07,2020-03-06,,T,5.0
281,A0000281,1,37,Carte Verte,AUTO,121,15961,individuel,R,A,2021-02-24,2022-02-24,,V,7.0
282,A0000282,1,36,Deux Roues,AUTO,182,20810,individuel,S,A,2020-08-02,2021-08-02,,V,9.0
283,A0000283,1,38,Carte Orange,AUTO,146,19946,flotte,S,A,2019-08-03,2020-08-02,,V,2.0
284,A0000284,1,38,Carte Orange,AUTO,9,1687,individuel,F,C,2019-09-23,2020-09-22,,V,6.0
285,A0000285,1,30,Automobile,AUTO,199,8819,individuel,R,T,2023-05-08,2024-05-07,,V,5.0
286,A0000286,1,35,Flotte,AUTO,183,9039,flotte,S,S,2023-02-12,2024-02-12,,S,4.0
287,A0000287,1,35,Flotte,AUTO,200,9851,individuel,R,A,2020-04-22,2021-04-22,,S,6.0
288,A0000288,1,36,Deux Roues,AUTO,60,27549,individuel,R,A,2022-11-23,2023-11-23,,T,4.0
289,A0000289,1,37,Carte Verte,AUTO,141,9551,individuel,R,A,2019-02-15,2020-02-15,,V,5.0
290,A0000290,1,30,Automobile,AUTO,167,29365,individuel,R,T,2020-03-31,2021-03-31,,V,4.0
291,A0000291,1,37,Carte Verte,AUTO,128,25436,individuel,R,S,2024-01-04,2025-01-03,,V,4.0
292,A0000292,1,35,Flotte,AUTO,41,18651,individuel,R,S,2021-12-01,2022-12-01,,V,5.0
293,A0000293,1,36,Deux Roues,AUTO,74,3133,flotte,R,A,2021-07-23,2022-07-23,A0000254,V,3.0
294,A0000294,1,35,Flotte,AUTO,107,6933,individuel,R,A,2020-09-16,2021-09-16,,V,4.0
295,A0000295,1,30,Automobile,AUTO,38,13397,individuel,R,C,,2020-01-31,,T,6.0
296,A0000296,1,35,Flotte,AUTO,24,16905,flotte,R,A,2022-12-05,2023-12-05,,T,2.0
297,A0000297,1,38,Carte Orange,AUTO,177,13319,flotte,S,A,2022-01-02,2023-01-02,A0000248,V,4.0
298,A0000298,1,30,Automobile,AUTO,21,12983,individuel,F,T,2023-05-24,2024-05-23,,V,5.0
299,A0000299,1,36,Deux Roues,AUTO,186,6005,individuel,R,S,,2023-10-11,,V,4.0
300,A0000300,1,35,Flotte,AUTO,17,10753,individuel,S,T,2019-05-23,2020-05-22,,V,5.0
301,A0000301,1,36,Deux Roues,AUTO,158,17389,individuel,R,S,2020-10-27,2021-10-27,,V,2.0
302,A0000302,1,35,Flotte,AUTO,83,6869,individuel,S,T,2021-04-13,2022-04-13,,A,3.0
303,A0000303,1,37,Carte Verte,AUTO,131,23968,individuel,R,A,2024-12-19,2025-12-19,,V,5.0
304,A0000304,1,38,Carte Orange,AUTO,176,14772,individuel,R,S,2019-01-23,2020-01-23,,S,6.0
305,A0000305,1,38,Carte Orange,AUTO,105,20354,flotte,R,A,2021-11-12,2022-11-12,,V,4.0
306,A0000306,1,38,Carte Orange,AUTO,123,22450,individuel,F,S,2019-06-14,2020-06-13,,A,4.0
307,A0000307,1,37,Carte Verte,AUTO,120,4299,individuel,S,A,2023-03-06,2024-03-05,,R,4.0
308,A0000308,1,35,Flotte,AUTO,46,3595,individuel,R,A,2022-12-31,2023-12-31,,V,3.0
309,A0000309,1,30,Automobile,AUTO,157,12052,individuel,R,C,2024-02-25,2025-02-24,,V,4.0
310,A0000310,1,30,Automobile,AUTO,30,7646,individuel,R,A,2024-11-16,2025-11-16,,T,4.0
311,A0000311,1,37,Carte Verte,AUTO,49,18331,flotte,S,A,2022-09-15,2023-09-15,,V,6.0
312,A0000312,1,36,Deux Roues,AUTO,100,26754,individuel,S,T,2023-08-11,2024-08-10,,R,4.0
313,A0000313,1,37,Carte Verte,AUTO,72,21337,individuel,R,T,2019-04-20,2020-04-19,,V,1.0
314,A0000314,1,35,Flotte,AUTO,47,11990,individuel,R,T,2022-08-19,2023-08-19,,V,5.0
315,A0000315,1,37,Carte Verte,AUTO,59,18854,flotte,R,S,2020-12-05,2021-12-05,A0000253,V,3.0
316,A0000316,1,30,Automobile,AUTO,89,9128,individuel,R,S,2024-12-18,2025-12-18,,V,1.0
317,A0000317,1,35,Flotte,AUTO,114,20772,individuel,S,A,2024-10-22,2025-10-22,,R,4.0
318,A0000318,1,36,Deux Roues,AUTO,47,14830,individuel,R,S,2022-05-24,2023-05-24,,V,9.0
319,A0000319,1,37,Carte Verte,AUTO,196,934,individuel,R,A,2023-08-17,2024-08-16,,S,3.0
320,A0000320,1,30,Automobile,AUTO,125,9095,flotte,R,T,2020-01-07,2021-01-06,,V,5.0
321,A0000321,1,36,Deux Roues,AUTO,64,6456,individuel,R,A,2020-01-12,2021-01-11,,S,3.0
322,A0000322,1,35,Flotte,AUTO,170,4825,flotte,R,A,2021-02-15,2022-02-15,,V,7.0
323,A0000323,1,35,Flotte,AUTO,56,3974,individuel,R,T,2021-02-04,2022-02-04,,V,3.0
324,A0000324,1,38,Carte Orange,AUTO,154,1678,individuel,R,A,2020-06-19,2021-06-19,,V,3.0
325,A0000325,1,38,Carte Orange,AUTO,86,10140,individuel,R,A,2022-05-12,2023-05-12,,T,5.0
326,A0000326,1,38,Carte Orange,AUTO,178,11755,individuel,R,A,2020-08-14,2021-08-14,,S,5.0
327,A0000327,1,38,Carte Orange,AUTO,175,5478,individuel,R,A,2021-10-27,2022-10-27,,V,2.0
328,A0000328,1,30,Automobile,AUTO,60,11490,individuel,R,A,2021-06-06,2022-06-06,,R,5.0
329,A0000329,1,36,Deux Roues,AUTO,183,11142,flotte,F,A,2019-07-11,2020-07-10,,V,4.0
330,A0000330,1,36,Deux Roues,AUTO,177,15029,individuel,F,A,2020-02-12,2021-02-11,,T,6.0
331,A0000331,1,38,Carte Orange,AUTO,136,13155,flotte,F,S,2021-08-30,,,A,4.0
332,A0000332,1,36,Deux Roues,AUTO,53,1092,flotte,R,A,2020-06-28,2021-06-28,A0000026,T,3.0
333,A0000333,1,38,Carte Orange,AUTO,65,20723,flotte,R,A,2019-07-18,2020-07-17,A0000138,V,5.0
334,A0000334,1,38,Carte Orange,AUTO,20,27052,individuel,R,A,2019-05-24,2020-05-23,,V,3.0
335,A0000335,1,30,Automobile,AUTO,83,243,flotte,R,A,2019-10-23,2020-10-22,,S,8.0
336,A0000336,1,38,Carte Orange,AUTO,11,14067,individuel,R,A,2023-06-08,2024-06-07,,T,5.0
337,A0000337,1,36,Deux Roues,AUTO,160,8340,individuel,S,A,2024-10-06,2025-10-06,,T,7.0
338,A0000338,1,30,Automobile,AUTO,31,21268,individuel,R,A,2021-12-07,2022-12-07,,V,1.0
339,A0000339,1,38,Carte Orange,AUTO,170,10395,individuel,R,C,2019-02-11,2020-02-11,,V,3.0
340,A0000340,1,37,Carte Verte,AUTO,6,10713,individuel,R,T,,2024-09-12,,T,10.0
341,A0000341,1,38,Carte Orange,AUTO,99,25304,individuel,S,T,2023-09-26,2024-09-25,,V,4.0
342,A0000342,1,36,Deux Roues,AUTO,170,10219,individuel,R,A,2022-01-28,2023-01-28,,V,3.0
343,A0000343,1,38,Carte Orange,AUTO,59,25266,flotte,R,A,2020-03-07,2021-03-07,,V,7.0
344,A0000344,1,38,Carte Orange,AUTO,129,23206,individuel,R,S,2020-11-11,2021-11-11,,V,4.0
345,A0000345,1,30,Automobile,AUTO,119,3847,flotte,S,S,2024-07-16,2025-07-16,A0000154,S,5.0
346,A0000346,1,30,Automobile,AUTO,29,24122,individuel,R,S,2022-03-03,2023-03-03,,V,7.0
347,A0000347,1,38,Carte Orange,AUTO,99,1351,individuel,S,C,2024-08-10,2025-08-10,,V,5.0
348,A0000348,1,35,Flotte,AUTO,26,159,individuel,R,S,2022-01-16,2023-01-16,,V,1.0
349,A0000349,1,30,Automobile,AUTO,182,14124,individuel,R,S,2019-04-12,2020-04-11,,V,3.0
350,A0000350,1,37,Carte Verte,AUTO,5,2328,individuel,S,T,2024-05-28,2025-05-28,,V,10.0
351,A0000351,1,37,Carte Verte,AUTO,41,21019,flotte,R,C,2022-12-04,2023-12-04,,V,4.0
352,A0000352,1,35,Flotte,AUTO,74,24504,individuel,R,A,2022-06-03,2023-06-03,,V,7.0
353,A0000353,1,38,Carte Orange,AUTO,18,14860,flotte,S,A,2022-10-20,2023-10-20,,V,5.0
354,A0000354,1,36,Deux Roues,AUTO,55,6555,individuel,S,S,2023-09-03,2024-09-02,,V,3.0
355,A0000355,1,36,Deux Roues,AUTO,136,22891,individuel,R,T,2024-02-10,2025-02-09,,A,1.0
356,A0000356,1,36,Deux Roues,AUTO,86,24110,individuel,R,A,2021-07-26,2022-07-26,,T,4.0
357,A0000357,1,35,Flotte,AUTO,12,2802,individuel,R,S,2020-03-15,2021-03-15,,V,7.0
358,A0000358,1,35,Flotte,AUTO,188,18976,individuel,R,T,2020-02-01,2021-01-31,,V,4.0
359,A0000359,1,36,Deux Roues,AUTO,167,12000,individuel,F,T,2023-10-16,2024-10-15,,S,5.0
360,A0000360,1,35,Flotte,AUTO,153,6911,individuel,S,C,2019-09-01,2020-08-31,,S,5.0
361,A0000361,1,36,Deux Roues,AUTO,62,21111,individuel,R,A,2021-09-02,2022-09-02,,V,7.0
362,A0000362,1,36,Deux Roues,AUTO,94,12744,flotte,S,A,2020-10-09,2021-10-09,,V,4.0
363,A0000363,1,35,Flotte,AUTO,120,27202,flotte,S,T,2024-11-13,2025-11-13,,T,3.0
364,A0000364,1,30,Automobile,AUTO,58,24661,individuel,R,A,2019-08-03,2020-08-02,,R,1.0
365,A0000365,1,38,Carte Orange,AUTO,25,1449,individuel,R,T,2022-10-29,2023-10-29,,V,3.0
366,A0000366,1,35,Flotte,AUTO,112,14983,individuel,R,S,2022-06-07,2023-06-07,,A,4.0
367,A0000367,1,37,Carte Verte,AUTO,188,24253,individuel,R,S,2021-06-25,2022-06-25,,V,10.0
368,A0000368,1,36,Deux Roues,AUTO,142,20397,individuel,R,T,2020-11-10,2021-11-10,,V,3.0
369,A0000369,1,37,Carte Verte,AUTO,115,2063,individuel,R,S,2024-10-31,2025-10-31,,S,3.0
370,A0000370,1,35,Flotte,AUTO,115,15859,individuel,F,A,2019-01-27,2020-01-27,,V,7.0
371,A0000371,1,30,Automobile,AUTO,161,8754,individuel,R,A,,2022-02-20,,V,2.0
372,A0000372,1,30,Automobile,AUTO,110,4550,individuel,R,A,2021-04-06,2022-04-06,,V,4.0
373,A0000373,1,36,Deux Roues,AUTO,200,6338,individuel,R,S,,2020-10-06,,R,3.0
374,A0000374,1,36,Deux Roues,AUTO,140,28775,individuel,R,C,2023-10-02,2024-10-01,,V,3.0
375,A0000375,1,35,Flotte,AUTO,74,5952,individuel,S,A,2022-11-11,2023-11-11,,V,4.0
376,A0000376,1,36,Deux Roues,AUTO,147,1280,individuel,R,A,2021-02-21,2022-02-21,,V,4.0
377,A0000377,1,30,Automobile,AUTO,147,28463,individuel,R,S,2024-12-20,2025-12-20,,V,7.0
378,A0000378,1,36,Deux Roues,AUTO,22,15479,individuel,R,T,2019-03-01,2020-02-29,,T,3.0
379,A0000379,1,30,Automobile,AUTO,78,3130,individuel,R,A,2019-02-24,2020-02-24,,T,4.0
380,A0000380,1,38,Carte Orange,AUTO,145,1168,individuel,F,A,2024-04-19,2025-04-19,,V,3.0
381,A0000381,1,30,Automobile,AUTO,31,18897,individuel,R,S,2022-04-02,2023-04-02,,V,5.0
382,A0000382,1,35,Flotte,AUTO,69,29591,individuel,R,C,2021-12-15,2022-12-15,,S,2.0
383,A0000383,1,38,Carte Orange,AUTO,200,22903,individuel,R,T,2023-10-27,2024-10-26,,V,4.0
384,A0000384,1,37,Carte Verte,AUTO,9,2557,individuel,R,S,2020-01-26,2021-01-25,,V,6.0
385,A0000385,1,30,Automobile,AUTO,161,19530,individuel,R,A,2020-03-06,2021-03-06,,R,3.0
386,A0000386,1,35,Flotte,AUTO,91,23461,individuel,R,T,2020-06-24,2021-06-24,,V,10.0
387,A0000387,1,38,Carte Orange,AUTO,166,10848,flotte,S,A,2023-08-16,2024-08-15,,V,2.0
388,A0000388,1,30,Automobile,AUTO,168,6553,individuel,S,T,2023-04-18,2024-04-17,,V,3.0
389,A0000389,1,35,Flotte,AUTO,7,8036,individuel,R,A,2020-03-23,2021-03-23,,T,9.0
390,A0000390,1,38,Carte Orange,AUTO,9,22669,individuel,R,A,2023-01-13,2024-01-13,,V,2.0
391,A0000391,1,38,Carte Orange,AUTO,167,16618,individuel,R,A,2021-05-31,2022-05-31,,V,3.0
392,A0000392,1,36,Deux Roues,AUTO,159,27051,individuel,R,A,2020-12-08,2021-12-08,,V,5.0
393,A0000393,1,30,Automobile,AUTO,83,17243,individuel,R,S,2022-08-29,2023-08-29,,R,4.0
394,A0000394,1,38,Carte Orange,AUTO,36,26470,individuel,R,A,2021-08-25,2022-08-25,,A,2.0
395,A0000395,1,30,Automobile,AUTO,144,5391,individuel,R,S,2019-05-06,2020-05-05,,R,5.0
396,A0000396,1,35,Flotte,AUTO,130,17190,individuel,R,C,2022-09-07,2023-09-07,,V,4.0
397,A0000397,1,35,Flotte,AUTO,18,6878,individuel,R,S,2019-05-10,,,T,9.0
398,A0000398,1,38,Carte Orange,AUTO,189,23570,flotte,F,S,2024-04-30,2025-04-30,A0000373,R,1.0
399,A0000399,1,30,Automobile,AUTO,7,1417,individuel,R,A,2021-09-11,2022-09-11,,V,10.0
400,A0000400,1,30,Automobile,AUTO,28,22695,flotte,R,S,2023-05-18,2024-05-17,,V,7.0
401,A0000401,1,30,Automobile,AUTO,63,23109,flotte,R,A,2020-07-30,2021-07-30,,V,3.0
402,A0000402,1,36,Deux Roues,AUTO,180,7629,flotte,R,C,2023-10-24,2024-10-23,,R,4.0
403,A0000403,1,37,Carte Verte,AUTO,24,14682,individuel,R,A,2019-01-10,2020-01-10,,V,6.0
404,A0000404,1,38,Carte Orange,AUTO,22,6910,individuel,R,A,2021-12-30,2022-12-30,,V,3.0
405,A0000405,1,37,Carte Verte,AUTO,136,9412,flotte,S,A,2020-11-16,2021-11-16,A0000126,R,4.0
406,A0000406,1,36,Deux Roues,AUTO,160,4246,individuel,R,A,02-07-2019,2020-07-01,,S,8.0
407,A0000407,1,38,Carte Orange,AUTO,167,1973,individuel,R,T,2021-04-03,2022-04-03,,S,4.0
408,A0000408,1,37,Carte Verte,AUTO,24,22543,individuel,R,A,2022-08-05,2023-08-05,,A,5.0
409,A0000409,1,36,Deux Roues,AUTO,112,1077,flotte,R,A,2023-12-14,2024-12-13,,V,8.0
410,A0000410,1,36,Deux Roues,AUTO,13,16104,individuel,R,A,2019-03-23,2020/03/22,,V,4.0
411,A0000411,1,38,Carte Orange,AUTO,124,12734,flotte,R,S,2023-09-28,2024-09-27,,V,3.0
412,A0000412,1,36,Deux Roues,AUTO,91,11883,individuel,R,S,2022-02-27,2023-02-27,,T,7.0
413,A0000413,1,36,Deux Roues,AUTO,196,22611,individuel,R,A,2024-12-20,2025-12-20,,V,5.0
414,A0000414,1,37,Carte Verte,AUTO,11,360,flotte,F,T,2022-02-26,2023-02-26,,V,6.0
415,A0000415,1,35,Flotte,AUTO,177,1454,individuel,R,T,2020-03-28,2021-03-28,,V,5.0
416,A0000416,1,30,Automobile,AUTO,118,5783,individuel,R,C,2020-06-16,2021-06-16,,A,4.0
417,A0000417,1,38,Carte Orange,AUTO,94,1374,individuel,R,A,2023-06-14,2024-06-13,,R,1.0
418,A0000418,1,37,Carte Verte,AUTO,44,19371,individuel,R,S,2021-11-12,2022-11-12,,V,3.0
419,A0000419,1,38,Carte Orange,AUTO,7,7674,individuel,S,A,2020-12-06,2021-12-06,,V,4.0
420,A0000420,1,36,Deux Roues,AUTO,120,21567,individuel,R,S,2020-08-07,2021-08-07,,R,5.0
421,A0000421,1,30,Automobile,AUTO,42,2124,individuel,R,A,2021-11-30,2022-11-30,,V,2.0
422,A0000422,1,36,Deux Roues,AUTO,117,25446,individuel,R,S,2023-04-20,2024-04-19,,A,3.0
423,A0000423,1,30,Automobile,AUTO,65,14988,flotte,F,A,2020-02-10,2021-02-09,,V,5.0
424,A0000424,1,35,Flotte,AUTO,137,22575,individuel,R,A,2022-09-10,2023-09-10,,V,4.0
425,A0000425,1,37,Carte Verte,AUTO,185,28081,individuel,S,A,2019-06-19,2020-06-18,,V,2.0
426,A0000426,1,38,Carte Orange,AUTO,115,29159,individuel,S,A,2021-08-15,2022-08-15,,V,4.0
427,A0000427,1,35,Flotte,AUTO,124,29339,individuel,R,A,2024-03-29,2025-03-29,,V,4.0
428,A0000428,1,35,Flotte,AUTO,104,5991,individuel,R,C,2020-03-30,2021-03-30,,V,3.0
429,A0000429,1,36,Deux Roues,AUTO,38,11038,individuel,R,C,2019-05-08,2020-05-07,,R,2.0
430,A0000430,1,35,Flotte,AUTO,23,16837,individuel,R,A,,2022-05-14,,V,10.0
431,A0000431,1,36,Deux Roues,AUTO,87,274,individuel,R,C,2024-03-15,2025-03-15,,A,3.0
432,A0000432,1,36,Deux Roues,AUTO,73,10737,individuel,R,T,2020-09-13,2021-09-13,,T,2.0
433,A0000433,1,36,Deux Roues,AUTO,80,5509,flotte,R,C,2023-09-20,2024-09-19,,V,5.0
434,A0000434,1,37,Carte Verte,AUTO,100,22409,individuel,R,S,2022-08-24,2023-08-24,,A,6.0
435,A0000435,1,37,Carte Verte,AUTO,76,8485,individuel,R,T,2023-08-25,2024-08-24,,V,4.0
436,A0000436,1,35,Flotte,AUTO,61,138,flotte,R,C,2024-11-09,2025-11-09,A0000100,V,4.0
437,A0000437,1,36,Deux Roues,AUTO,88,3560,flotte,R,A,2020-11-30,2021-11-30,,R,3.0
438,A0000438,1,37,Carte Verte,AUTO,100,29135,flotte,R,A,2024-04-21,2025-04-21,A0000110,V,5.0
439,A0000439,1,36,Deux Roues,AUTO,53,21573,individuel,R,A,2024-04-13,2025-04-13,,V,7.0
440,A0000440,1,35,Flotte,AUTO,16,22180,individuel,R,A,2022-01-03,2023-01-03,,R,2.0
441,,1,38,Carte Orange,AUTO,18,23103,individuel,F,A,2023-12-31,2024-12-30,,S,4.0
442,A0000442,1,30,Automobile,AUTO,122,21821,flotte,R,A,2024-03-09,2025-03-09,,V,4.0
443,A0000443,1,36,Deux Roues,AUTO,18,23259,flotte,S,S,2022-08-27,2023-08-27,A0000020,V,5.0
444,A0000444,1,36,Deux Roues,AUTO,167,11451,individuel,S,A,2024-01-06,2025-01-05,,V,4.0
445,A0000445,1,37,Carte Verte,AUTO,124,29557,individuel,R,A,2021-12-12,2022-12-12,,V,3.0
446,A0000446,1,35,Flotte,AUTO,3,2648,flotte,S,A,2023-09-25,2024-09-24,A0000097,T,6.0
447,A0000447,1,38,Carte Orange,AUTO,47,9204,flotte,R,A,2024-05-20,,,V,8.0
448,A0000448,1,36,Deux Roues,AUTO,195,7719,individuel,F,A,2021-04-04,2022-04-04,,V,5.0
449,A0000449,1,38,Carte Orange,AUTO,144,25983,individuel,R,A,2024-01-11,2025-01-10,,R,4.0
450,A0000450,1,30,Automobile,AUTO,192,17123,individuel,R,C,2021-06-01,2022-06-01,,V,4.0
451,A0000451,1,35,Flotte,AUTO,45,19194,flotte,S,A,2021-03-16,2022-03-16,,V,4.0
452,A0000452,1,36,Deux Roues,AUTO,105,8360,individuel,R,A,2019-07-04,2020-07-03,,V,5.0
453,A0000453,1,35,Flotte,AUTO,120,12929,individuel,R,T,2022-08-06,2023-08-06,,V,6.0
454,A0000454,1,30,Automobile,AUTO,171,9243,individuel,R,S,2023-01-14,2024-01-14,,S,2.0
455,A0000455,1,30,Automobile,AUTO,168,9104,individuel,R,A,2020-01-23,2021-01-22,,S,4.0
456,A0000456,1,30,Automobile,AUTO,61,9733,individuel,R,S,2022-03-27,2023-03-27,,V,4.0
457,A0000457,1,30,Automobile,AUTO,148,19201,individuel,R,A,2023-08-14,2024-08-13,,V,1.0
458,A0000458,1,38,Carte Orange,AUTO,74,18816,individuel,S,S,2020/06/06,2021-06-06,,S,5.0
459,A0000459,1,38,Carte Orange,AUTO,168,28966,individuel,R,T,2019-08-06,2020-08-05,,V,1.0
460,A0000460,1,38,Carte Orange,AUTO,187,13648,individuel,S,S,2020-04-30,2021-04-30,,A,6.0
461,A0000461,1,38,Carte Orange,AUTO,153,12433,individuel,R,S,2023-02-01,2024-02-01,,V,4.0
462,A0000462,1,38,Carte Orange,AUTO,36,24066,individuel,R,A,2021-12-30,2022-12-30,,T,4.0
463,A0000463,1,38,Carte Orange,AUTO,102,20422,individuel,R,T,2019-08-14,2020-08-13,,V,5.0
464,A0000464,1,36,Deux Roues,AUTO,89,15345,individuel,R,S,2023-03-25,24-03-2024,,V,10.0
465,A0000465,1,30,Automobile,AUTO,47,9083,individuel,R,C,2023-12-16,2024-12-15,,A,5.0
466,A0000466,1,36,Deux Roues,AUTO,133,15654,individuel,R,A,2023-10-19,2024-10-18,,V,8.0
467,A0000467,1,30,Automobile,AUTO,93,15489,individuel,R,S,2023-06-02,2024-06-01,,R,8.0
468,A0000468,1,35,Flotte,AUTO,63,26339,individuel,R,T,,2023-08-16,,V,5.0
469,A0000469,1,35,Flotte,AUTO,52,25200,individuel,R,A,2021-01-17,2022-01-17,,V,4.0
470,A0000470,1,37,Carte Verte,AUTO,193,29579,individuel,R,A,2023-01-21,2024-01-21,,R,2.0
471,A0000471,1,30,Automobile,AUTO,90,24827,individuel,R,A,2020-02-20,2021-02-19,,V,3.0
472,A0000472,1,37,Carte Verte,AUTO,112,7817,individuel,R,A,2021-11-19,2022-11-19,,V,4.0
473,A0000473,1,38,Carte Orange,AUTO,36,1189,individuel,S,A,2023-03-05,2024-03-04,,V,7.0
474,A0000474,1,30,Automobile,AUTO,133,16004,individuel,R,S,2024-10-29,2025-10-29,,S,3.0
475,A0000475,1,36,Deux Roues,AUTO,64,17223,individuel,R,A,2024-08-13,2025-08-13,,A,9.0
476,A0000476,1,30,Automobile,AUTO,12,7477,individuel,F,A,2024-07-27,2025-07-27,,R,5.0
477,A0000477,1,35,Flotte,AUTO,187,948,individuel,R,C,2019-07-27,2020-07-26,,V,4.0
478,A0000478,1,38,Carte Orange,AUTO,91,19568,individuel,S,A,2022-08-26,2023-08-26,,V,6.0
479,A0000479,1,35,Flotte,AUTO,76,17718,flotte,R,A,2022-05-09,2023-05-09,A0000086,V,4.0
480,A0000480,1,36,Deux Roues,AUTO,68,9541,flotte,R,S,2022-04-16,2023-04-16,A0000063,V,5.0
481,A0000481,1,37,Carte Verte,AUTO,150,11760,individuel,R,S,2023-08-01,2024-07-31,,V,6.0
482,A0000482,1,37,Carte Verte,AUTO,28,7626,individuel,R,S,2022-08-21,2023-08-21,,V,4.0
483,A0000483,1,30,Automobile,AUTO,32,23529,individuel,R,A,2019-07-07,2020-07-06,,R,4.0
484,A0000484,1,37,Carte Verte,AUTO,6,15696,individuel,R,A,2023-02-22,2024-02-22,,S,9.0
485,A0000485,1,35,Flotte,AUTO,28,4604,individuel,R,S,2023-02-16,2024-02-16,,V,2.0
486,A0000486,1,38,Carte Orange,AUTO,24,13921,individuel,R,C,2019-05-22,2020-05-21,,V,4.0
487,A0000487,1,35,Flotte,AUTO,60,807,individuel,S,S,2020-10-02,2021-10-02,,V,5.0
488,  A0000488  ,1,37,Carte Verte,AUTO,134,25161,individuel,F,A,2024-02-07,2025-02-06,,V,2.0
489,A0000489,1,38,Carte Orange,AUTO,100,17201,individuel,R,A,2020-11-14,2021-11-14,,V,5.0
490,A0000490,1,36,Deux Roues,AUTO,184,15619,individuel,R,A,2020-10-27,2021-10-27,,R,1.0
491,A0000491,1,35,Flotte,AUTO,105,23585,flotte,S,A,2023-09-27,2024-09-26,A0000081,T,6.0
