NUM_QUITTANCE,ID_BRANCHE,BRANCHE,ID_POLICE,ID_AGENT,ANNEE_EMISSION,MOIS_EMISSION,DATE_EMISSION,DATE_ANNULATION,MOIS_ANNULATION,ANNEE_ANNULATION,NATURE_ANNULATION,SITUATION_ANNULATION,MT_RC_ANN,MT_DOM_ANN,MT_INC_ANN,MT_VOL_ANN,MT_PNN_ANN,MT_FGA_ANN,MT_TIMBRE,MT_PTT_ANN,MT_COMMISSION_ANN
QA00006833,1,AUTO,11910,45,2024,3,2022-05-18,2024-07-03,5,2022,Rist.Bank,Anterieur,3120.797,2548.548,0.0,0.0,5669.345,780.199,6.953,6778.849,1173.848
QA00007049,1,AUTO,4538,44,2020,12,2019-09-17,2020-03-09,3,2020,Annulation,En Cours,203.342,88.741,0.0,0.0,339.328,50.836,11.775,419.143,44.598
QR00007053,2,IRDS,21657,116,2021,6,,2021-04-12,4,2021,Ann.Cxp,Anterieur,0.0,0.0,0.0,37.545,37.545,0.0,6.564,45.649,4.235
QA00007126,1,AUTO,18755,147,2025,11,2024-04-01,2025-05-04,4,2024,Rist.Agent,En Cours,16708.175,2681.081,47.704,0.0,19572.088,4177.044,11.598,25230.466,2718.986
QR00007166,2,IRDS,22766,108,2021,5,2020-09-09,2024-11-23,11,2024,Ann.Cxp,En Cours,201.626,0.0,0.0,25.514,227.14,50.407,7.701,299.362,34.408
QA00007176,1,AUTO,17793,122,2019,10,2018-03-07,2024-08-14,8,2024,Rist.Cheque,Anterieur,110.565,0.0,0.0,0.0,224.362,27.641,13.857,280.074,41.636
QA00007362,1,AUTO,620,145,2019,5,2018-09-22,2019-08-29,8,2019,NEANT,En Cours,156.464,0.0,0.0,0.0,213.201,39.116,5.957,273.737,33.035
QR00007376,2,IRDS,27306,145,2022,6,2021-02-05,2022-09-03,9,2022,NEANT,Anterieur,0.0,88.604,0.0,0.0,88.604,0.0,9.077,102.273,5.152
QA00007517,1,AUTO,8470,127,0,12,2018-04-19,2022-03-16,3,2022,NEANT,Anterieur,198.062,0.0,0.0,0.0,314.27,49.516,11.388,396.343,42.495
QA00007629,1,AUTO,14420,155,2021,3,2021-11-09,2023-10-01,10,2023,Rist.Bank,Anterieur,166.947,128.71,0.0,0.0,468.992,41.737,14.469,548.677,75.235
QA00007711,1,AUTO,12030,8,2019,4,2019-03-23,2024-05-19,5,2024,Rist.Agent,En Cours,521.901,0.0,0.0,66.639,588.54,130.475,13.597,772.65,74.569
QR00007712,2,IRDS,23852,57,2023,1,2023-06-10,2023-12-29,12,2023,Rist.Bank,Anterieur,130.601,67.016,0.0,62.846,260.463,32.65,7.593,316.798,45.41
QA00007719,1,AUTO,5578,44,2023,12,2022-04-06,2023-09-17,9,2023,Rist.Bank,En Cours,121.703,59.166,0.0,12.299,289.752,30.426,10.554,349.033,41.4
QR00007736,2,IRDS,22595,27,2020,6,2020-02-08,2024-12-19,12,2024,Rist.Agent,En Cours,200.793,55.449,0.0,29.116,285.358,50.198,3.849,358.336,32.853
QA00007748,1,AUTO,12484,68,2021,1,2020-09-17,2022-05-12,5,2022,Rist.Bank,Anterieur,553.846,0.0,0.0,40.377,0.0,138.462,8.004,773.518,97.026
QA00007817,1,AUTO,9260,23,2020,7,2020-05-15,2024-08-16,8,2024,Ann.Cxp,Anterieur,517.034,80.895,0.0,0.0,619.556,129.258,8.684,797.62,93.404
QA00007860,1,AUTO,8757,139,2020,9,2020-07-05,2020-09-21,7,2020,Rist.Bank,En Cours,1110.976,0.0,0.0,61.331,1318.988,277.744,12.444,1698.325,192.885
QA00007933,1,AUTO,1596,131,2022,9,2021-07-21,2023-12-27,12,2023,NEANT,En Cours,51.073,13.287,0.0,0.0,125.827,12.768,7.981,155.277,13.901
QA00007936,1,AUTO,17872,20,2022,5,2021-05-24,2024-07-29,7,2024,Rist.Caisse,Anterieur,329.492,0.0,0.0,30.159,391.592,82.373,14.303,517.985,72.452
QA00008060,1,AUTO,8360,121,2019,8,2019-02-10,2022-02-21,2,2022,Rist.Bank,En Cours,206.279,28.557,13.684,7.543,316.223,51.57,9.714,399.506,71.469
QA00008082,1,AUTO,13837,87,2020,8,2019-07-23,2020-05-01,5,2020,Annulation,En Cours,1245.415,0.0,0.0,0.0,1307.886,311.354,13.898,1722.862,181.64
QR00008146,2,IRDS,21921,198,2024,3,2022-05-30,2024-05-05,5,2022,Ann.Cxp,Anterieur,0.0,0.0,0.0,40.148,40.148,0.0,4.376,46.429,6.334
QA00008299,1,AUTO,10717,11,2021,8,2021-07-17,2022-09-12,9,2022,NEANT,Anterieur,87.279,49.863,0.0,14.675,341.745,21.82,11.452,395.53,33.227
QA00008303,1,AUTO,9748,57,2025,5,2024-07-25,2024-10-16,7,2024,Rist.Cheque,Anterieur,86.317,0.0,20.499,18.488,125.304,21.579,14.479,170.65,19.622
QR00008396,2,IRDS,23265,73,2020,9,2019-08-01,2024-03-26,3,2024,Ann.Cxp,En Cours,0.0,189.192,0.0,31.114,220.306,0.0,9.349,245.029,27.306
QA00008419,1,AUTO,13388,85,2019,4,2018-04-05,2023-12-27,12,2023,Annulation,En Cours,616.642,181.33,24.037,0.0,959.789,154.161,5.63,1189.778,189.157
QA00008468,1,AUTO,14210,170,2021,11,2021-07-21,2023-08-05,8,2023,Ann.Cxp,En Cours,453.445,0.0,12.394,0.0,481.008,113.361,14.963,643.213,88.664
QA00008525,1,AUTO,4748,67,2023,8,2022-02-07,2024-12-07,12,2024,Rist.Bank,En Cours,191.805,0.0,0.0,0.0,191.805,47.951,5.433,257.249,38.035
QA00008563,1,AUTO,17902,33,2023,5,2022-05-29,2023-02-12,2,2023,Annulation,Anterieur,167.806,0.0,0.0,26.735,194.541,41.952,14.009,261.49,27.604
QA00008602,1,AUTO,4694,162,2021,3,2021-02-08,2021-06-16,6,2021,Annulation,En Cours,119.103,5.584,0.0,7.068,155.606,29.776,12.55,206.771,20.415
QA00008637,1,AUTO,10490,175,2023,9,2022-02-15,2024-05-06,5,2024,Rist.Cheque,En Cours,0.0,76.66,55.338,29.597,610.164,88.874,8.031,740.564,76.02
QA00008809,1,AUTO,15111,114,2021,7,2020-03-01,2023-05-25,5,2023,Annulation,Anterieur,2009.923,0.0,36.437,33.851,2094.754,502.481,8.817,2726.682,229.563
QA00008821,1,AUTO,12045,190,2023,1,2022-05-06,2024-11-18,11,2024,Rist.Agent,Anterieur,80.505,11.667,0.0,7.256,99.428,20.126,8.542,134.956,15.324
QA00008834,1,AUTO,13989,44,2023,2,2022-01-13,2024-11-03,11,2024,Rist.Cheque,En Cours,2733.475,1456.18,11.902,0.0,4222.891,683.369,8.114,5217.396,812.325
QA00009003,1,AUTO,2331,58,2022,8,2022-02-19,2022-03-29,3,2022,Annulation,Anterieur,218.69,43.25,19.029,0.0,280.969,54.672,12.7,365.712,44.6
QA00009179,1,AUTO,10375,66,2024,6,2023-11-09,2023-12-29,12,2023,NEANT,En Cours,33798.125,5866.938,0.0,50.149,39715.212,8449.531,5.285,50279.928,5859.903
QA00009203,1,AUTO,16624,113,2020,9,2019-07-06,2023-07-06,7,2023,Rist.Agent,Anterieur,687.135,0.0,0.0,0.0,761.951,171.784,14.576,990.534,96.367
QA00009368,1,AUTO,18064,42,2023,10,2023-05-23,,3,2023,Rist.Cheque,En Cours,615.856,83.296,0.0,23.194,755.598,153.964,6.666,965.139,160.557
QR00009389,2,IRDS,26268,13,2019,6,2019-09-28,2020-04-08,4,2020,Rist.Caisse,En Cours,0.0,0.0,0.0,0.0,0.0,0.0,7.155,7.155,0.788
QA00009491,1,AUTO,8652,39,2023,7,2023-02-12,2023-07-20,2,2023,Rist.Caisse,En Cours,178.135,20.706,0.0,9.931,247.719,44.534,8.896,317.195,54.139
QR00009495,2,IRDS,21673,130,2024,4,2024-01-06,2024-04-28,1,2024,Ann.Cxp,Anterieur,56.648,178.799,0.0,0.0,235.447,14.162,6.123,270.355,22.835
QR00009571,2,IRDS,27671,66,0,3,2020-04-02,,10,2022,NEANT,En Cours,0.0,0.0,0.0,26.085,26.085,0.0,6.761,34.203,4.827
QA00009586,1,AUTO,4257,184,2020,8,2019-10-09,2020-01-19,1,2020,Rist.Bank,Anterieur,124.142,0.0,11.82,0.0,167.043,31.035,12.89,223.89,33.517
QA00009630,1,AUTO,17495,50,2019,4,2018-01-22,2023-09-12,9,2023,Rist.Cheque,Anterieur,20966.994,0.0,0.0,0.0,21036.436,5241.748,6.08,27464.032,2814.126
QA00009755,1,AUTO,13645,73,2024,2,2023-08-01,2024-07-28,7,2024,Rist.Cheque,En Cours,1888.009,0.0,0.0,0.0,1901.847,472.002,6.064,2518.075,416.93
QR00009774,2,IRDS,22183,109,2023,4,2023-05-29,2023-10-27,5,2023,Rist.Bank,Anterieur,368.873,0.0,0.0,0.0,368.873,92.218,3.728,485.186,57.448
QR00009941,2,IRDS,25697,29,2023,1,2022-10-13,2023-12-28,12,2023,Annulation,En Cours,0.0,60.312,0.0,0.0,60.312,0.0,3.456,66.368,3.604
QA00010002,1,AUTO,2343,45,2025,1,2024-12-12,2025-02-08,12,2024,Ann.Cxp,En Cours,247.28,0.0,0.0,0.0,359.517,61.82,13.221,459.717,38.977
QA00010141,1,AUTO,8720,141,2019,8,2018-05-21,2024-08-10,8,2024,NEANT,En Cours,77.976,18.294,0.0,0.0,96.27,19.494,14.318,136.341,14.27
QA00010146,1,AUTO,5644,42,2021,9,2020-02-08,2023-06-26,6,2023,Annulation,Anterieur,432.01,0.0,0.0,45.948,502.247,108.002,14.606,661.399,91.712
QR00010175,2,IRDS,22824,186,2025,4,2023-06-22,2025-05-24,6,2023,Rist.Caisse,Anterieur,0.0,0.0,0.0,0.0,0.0,0.0,4.807,4.807,0.0
QR00010237,2,IRDS,21516,23,2020,10,2019-01-04,2024-01-11,1,2024,Rist.Agent,En Cours,0.0,77.338,0.0,0.0,77.338,0.0,4.318,86.975,12.928
QR00010267,2,IRDS,24116,190,2021,8,2021-05-20,2022-09-12,9,2022,Rist.Cheque,En Cours,0.0,0.0,0.0,41.592,41.592,0.0,5.819,49.483,7.405
QR00010304,2,IRDS,27809,189,2019,11,2018-12-08,2019-10-12,10,2019,Annulation,Anterieur,0.0,0.0,0.0,0.0,0.0,0.0,5.841,5.841,0.683
QA00010373,1,AUTO,10509,171,2022,8,2021-05-16,2024-01-15,1,2024,Ann.Cxp,Anterieur,6652.602,442.031,0.0,0.0,7180.392,1663.15,13.261,9364.168,768.929
QR00010547,2,IRDS,24514,19,2024,12,2023-08-23,2024-06-24,8,2023,Ann.Cxp,Anterieur,94.834,0.0,0.0,48.868,143.702,23.709,7.653,183.183,18.601
QA00010550,1,AUTO,17384,38,2019,5,2018-04-03,2019-11-27,11,2019,Rist.Bank,Anterieur,242.925,0.0,0.0,0.0,273.887,60.731,12.368,366.783,44.615
QA00010603,1,AUTO,14947,120,2022,4,2021-05-10,2023-02-22,2,2023,Rist.Caisse,En Cours,252.737,94.092,65.754,0.0,449.594,63.184,13.117,559.154,75.428
QS00010971,3,SANTE,29233,7,2023,5,2022-02-27,2023-02-28,2,2023,Rist.Agent,En Cours,0.0,0.0,0.0,0.0,14604.277,0.0,5.778,15271.371,1115.291
QA00010981,1,AUTO,3039,12,2020,8,2020-03-18,2021-10-17,10,2021,Rist.Cheque,Anterieur,103.147,0.0,0.0,0.0,195.765,25.787,5.015,240.219,20.746
QR00010999,2,IRDS,26039,39,2019,9,2019-05-13,2022-01-18,1,2022,Rist.Caisse,En Cours,0.0,0.0,0.0,0.0,0.0,0.0,9.634,9.634,1.292
QR00011141,2,IRDS,21925,60,2022,12,2021-01-16,2024-07-04,7,2024,Annulation,Anterieur,0.0,0.0,0.0,0.0,0.0,0.0,5.821,5.821,0.845
QA00011206,1,AUTO,2341,65,2019,1,2018-10-05,2019-07-13,7,2019,Rist.Caisse,Anterieur,112.346,0.0,0.0,12.93,157.557,28.087,10.161,206.107,30.976
QA00011224,1,AUTO,12483,34,2024,1,2023-07-21,2024-01-07,7,2023,Rist.Caisse,En Cours,3519.648,2981.042,35.11,0.0,6711.362,879.912,11.099,7947.061,1397.66
QA00011299,1,AUTO,10332,2,2025,6,2023-11-23,2024-11-27,11,2023,Rist.Cheque,Anterieur,139.179,7.642,0.0,14.14,160.961,34.795,6.088,210.668,20.888
QA00011342,1,AUTO,4711,179,2024,3,2022-10-06,2024-10-12,10,2022,Ann.Cxp,En Cours,335.287,51.498,30.494,0.0,417.279,83.822,8.304,534.442,82.766
QA00011348,1,AUTO,14414,13,2022,6,2022-07-16,2022-10-26,7,2022,Rist.Agent,Anterieur,360.865,120.802,0.0,0.0,585.561,90.216,11.967,721.37,99.736
QA00011362,1,AUTO,16675,189,2020,8,2019-10-18,2024-09-23,9,2024,Annulation,Anterieur,86.58,56.465,0.0,0.0,143.045,21.645,8.561,181.13,30.207
QA00011388,1,AUTO,19314,141,2023,11,2021-12-29,2023-02-08,2,2023,Annulation,En Cours,5551.011,3436.151,0.0,25.452,9012.614,1387.753,11.152,10903.079,1906.683
QA00011391,1,AUTO,9022,157,2021,9,2020-03-07,2022-09-25,9,2022,Rist.Agent,Anterieur,158.432,0.0,12.005,13.434,219.055,39.608,8.891,280.0,40.609
QR00011471,2,IRDS,23972,95,2025,9,2022-03-16,2024-05-06,3,2022,NEANT,En Cours,0.0,178.07,0.0,0.0,178.07,0.0,5.847,195.543,25.082
QA00011575,1,AUTO,12395,149,2025,11,2023-05-06,2025-11-13,5,2023,Rist.Cheque,Anterieur,40.964,28.253,0.0,0.0,120.385,10.241,10.786,149.146,13.056
QR00011585,2,IRDS,27379,116,2023,9,2022-04-28,2023-09-24,9,2023,Rist.Agent,Anterieur,0.0,0.0,0.0,0.0,0.0,0.0,8.417,8.417,0.725
QA00011612,1,AUTO,18807,171,2023,8,2022-06-12,2023-11-22,11,2023,Ann.Cxp,Anterieur,86.689,51.438,8.559,0.0,146.686,21.672,12.156,192.005,26.397
QR00011628,2,IRDS,20589,156,2023,2,2023-04-13,2023-09-19,9,2023,NEANT,En Cours,361.558,77.435,0.0,0.0,438.993,90.389,6.25,555.187,80.217
QR00011698,2,IRDS,23452,17,2025,5,2024-08-06,2025-05-23,8,2024,Rist.Cheque,En Cours,0.0,203.117,0.0,14.616,217.733,0.0,6.477,239.01,34.105
QS00011741,3,SANTE,29207,19,2025,1,2024-02-24,2024-07-23,7,2024,Rist.Bank,En Cours,0.0,0.0,0.0,0.0,33969.92,0.0,17.309,35898.275,2771.736
QA00011782,1,AUTO,16925,154,2020,3,2020-03-30,2023-01-03,1,2023,Ann.Cxp,En Cours,24281.411,5937.356,0.0,37.931,30268.121,6070.353,9.867,38457.676,4254.783
QR00011807,2,IRDS,24444,184,2019,11,2019-02-08,2024-04-13,4,2024,Rist.Cheque,En Cours,0.0,78.115,0.0,0.0,78.115,0.0,6.697,88.916,9.237
QA00011810,1,AUTO,3079,25,2023,1,2022-09-04,2023-06-10,6,2023,Rist.Bank,Anterieur,87.344,42.673,67.979,0.0,218.273,21.836,5.842,262.3,30.618
QS00011991,3,SANTE,28946,105,2019,4,2019-01-03,2023-12-26,12,2023,Rist.Bank,Anterieur,0.0,0.0,0.0,0.0,20046.992,0.0,10.657,20956.998,925.102
QA00012126,1,AUTO,4909,32,2024,9,2023-04-16,2024-01-03,1,2024,Ann.Cxp,Anterieur,240.936,0.0,0.0,0.0,240.936,60.234,6.509,322.919,46.517
QA00012131,1,AUTO,18683,142,2022,6,2021-07-27,2024-07-28,7,2024,Rist.Cheque,Anterieur,63.236,6.75,0.0,5.236,113.775,15.809,7.773,143.073,14.667
QA00012185,1,AUTO,4974,22,2024,10,2024-01-08,2024-05-30,5,2024,Rist.Agent,Anterieur,159.337,126.249,19.626,0.0,363.505,39.834,8.664,439.413,76.148
QA00012192,1,AUTO,6461,16,2019,10,2018-06-25,2023-12-04,12,2023,Rist.Cheque,Anterieur,48628.629,5813.59,35.704,30.963,54538.195,12157.157,11.505,69588.295,7143.562
QR00012218,2,IRDS,25266,144,2024,8,2023-01-29,2024-11-01,1,2023,Rist.Cheque,En Cours,0.0,0.0,0.0,0.0,0.0,0.0,9.819,9.819,1.121
QA00012238,1,AUTO,2441,3,2020,9,2019-03-24,2023-06-03,6,2023,Rist.Bank,En Cours,1092.348,757.771,29.617,40.461,1991.069,273.087,10.736,2426.841,341.331
QA00012250,1,AUTO,15385,100,2022,6,2022-04-09,2022-11-07,11,2022,Ann.Cxp,En Cours,567.403,223.517,0.0,0.0,809.807,141.851,7.712,1005.95,128.817
QA00012261,1,AUTO,18440,127,2021,9,2021-04-22,2021-08-31,4,2021,Ann.Cxp,En Cours,208.263,0.0,0.0,0.0,308.939,52.066,13.225,390.576,58.709
QA00012323,1,AUTO,7072,31,2024,2,2022-02-18,2024-01-27,2,2022,Rist.Cheque,Anterieur,95894.78157418064,0.0,0.0,0.0,497.385,124.346,7.372,667.093,110.575
QA00012348,1,AUTO,11355,142,2021,4,2021-06-07,2024-05-20,5,2024,NEANT,Anterieur,248.811,68.397,0.0,0.0,366.795,62.203,13.2,465.601,64.299
QA00012419,1,AUTO,13133,139,2022,5,2022-04-17,2024-03-10,3,2024,Rist.Bank,Anterieur,726060.2837163756,1766.32,16.591,0.0,8753.027,1723.381,8.398,11071.751,1776.931
QA00012477,1,AUTO,19339,189,2024,9,2023-03-02,2024-12-16,3,2023,NEANT,Anterieur,526.045,342.223,0.0,27.456,959.801,131.511,12.723,1175.676,147.019
QA00012606,1,AUTO,11714,69,2022,7,2021-02-14,2022-04-16,4,2022,Ann.Cxp,En Cours,8265.046,2699.42,0.0,35.255,11124.986,2066.262,12.307,13981.845,1152.251
QA00012611,1,AUTO,18554,67,2022,5,2022-11-19,2023-12-30,12,2023,Rist.Caisse,En Cours,58.624,0.0,0.0,20.25,78.874,14.656,8.755,107.946,18.708
QA00012615,1,AUTO,14789,140,2023,4,2023-06-05,2023-09-03,6,2023,Rist.Agent,En Cours,15807.946,2606.984,0.0,0.0,18442.976,3951.986,6.249,23335.908,2796.528
QA00012616,1,AUTO,11761,69,2024,2,2023-09-06,2023-11-16,11,2023,Rist.Agent,Anterieur,106.077,47.753,27.402,17.705,246.325,26.519,12.222,300.244,45.439
QA00012637,1,AUTO,2275,186,2022,6,2022-09-28,2023-10-16,10,2023,Rist.Bank,Anterieur,2800.607,1540.327,14.755,13.398,4460.995,700.152,12.157,5527.153,605.791
QR00012639,2,IRDS,20223,144,2021,12,2021-06-16,2024-09-14,9,2024,Rist.Agent,En Cours,0.0,302.076,0.0,0.0,383.486,20.352,8.472,437.364,64.782
QA00012674,1,AUTO,9398,15,2024,7,2024-04-23,2024-11-18,4,2024,Rist.Bank,En Cours,410.788,0.0,44.71,0.0,455.498,102.697,8.978,595.355,66.573
QR00012747,2,IRDS,21428,12,2021,8,2021-11-20,2024-11-11,11,2024,NEANT,Anterieur,0.0,141.534,0.0,0.0,141.534,0.0,9.796,158.32,16.303
QA00012796,1,AUTO,7131,197,2025,6,2022-08-02,2024-08-25,8,2022,Rist.Bank,En Cours,698.572,0.0,0.0,0.0,714.192,174.643,8.765,952.764,118.993
QR00012996,2,IRDS,27096,47,2024,9,2024-05-30,2024-10-06,5,2024,Ann.Cxp,Anterieur,148.824,58.724,0.0,0.0,207.548,37.206,3.06,256.537,31.199
QR00013061,2,IRDS,23452,17,2025,10,2023-06-02,2025-07-14,6,2023,Ann.Cxp,En Cours,0.0,0.0,0.0,0.0,0.0,0.0,5.095,5.095,0.668
QA00013089,1,AUTO,15264,150,2020,11,2019-08-18,2021-07-12,7,2021,Rist.Cheque,Anterieur,187.288,0.0,6.269,0.0,193.557,46.822,8.317,263.725,43.553
QR00013251,2,IRDS,24861,96,2022,6,2022-04-22,2024-12-11,12,2024,NEANT,Anterieur,0.0,0.0,0.0,24.871,24.871,0.0,4.29,30.307,2.241
QA00013422,1,AUTO,5574,124,2023,4,2023-05-10,2023-11-13,11,2023,Rist.Cheque,En Cours,121.461,33.346,0.0,0.0,154.807,30.365,7.254,204.018,18.882
QS00013588,3,SANTE,28792,164,2025,10,2023-08-14,2025-07-15,8,2023,Rist.Agent,En Cours,0.0,0.0,0.0,0.0,33673.002,0.0,7.92,35081.856,3071.051
QS00013599,3,SANTE,28360,157,2019,12,2019-11-07,2021-12-12,12,2021,Rist.Cheque,En Cours,0.0,0.0,0.0,0.0,40801.651,0.0,10.114,43243.766,3340.069
QA00013638,1,AUTO,3197,65,2019,2,2019-02-01,2021-08-16,8,2021,Rist.Caisse,En Cours,1966.219,651.77,0.0,0.0,2696.526,491.555,13.538,3369.812,584.551
QR00013746,2,IRDS,20508,47,2022,8,2021-11-03,2022-07-26,7,2022,Rist.Caisse,Anterieur,0.0,220.01,0.0,49.002,269.012,0.0,5.858,291.734,39.627
QA00013776,1,AUTO,14154,191,2023,10,2023-02-01,2023-07-18,7,2023,Rist.Bank,Anterieur,480.68,26.483,80.469,8.227,617.581,120.17,5.206,790.151,80.847
QA00013778,1,AUTO,6030,108,2023,1,2022-07-19,2023-04-16,4,2023,Rist.Caisse,Anterieur,198.301,76.571,39.889,0.0,329.991,49.575,11.462,412.535,64.194
QA00013782,1,AUTO,11797,82,2020,7,2020-04-07,2020-04-20,4,2020,Rist.Cheque,Anterieur,473.55,56.91,17.541,0.0,579.53,118.388,6.353,733.433,84.205
QA00013930,1,AUTO,13815,33,2024,11,2022-09-18,2023-10-13,9,2022,Rist.Agent,Anterieur,329.086,0.0,27.61,0.0,436.317,82.272,8.299,548.903,74.039
QA00013937,1,AUTO,17321,186,2021,12,2020-09-15,2024-05-01,5,2024,Rist.Cheque,Anterieur,178.035,95.279,29.518,43.015,462.611,44.509,6.514,540.613,49.0
QA00013956,1,AUTO,7211,80,2020,12,2019-12-14,2020-02-14,2,2020,NEANT,Anterieur,22789.107,0.0,0.0,32.948,22890.477,5697.277,12.649,30161.232,3392.539
QA00014066,1,AUTO,10150,85,2022,2,2022-07-12,2024-02-05,2,2024,Rist.Caisse,Anterieur,184.779,0.0,0.0,0.0,281.391,46.195,10.054,352.002,31.304
QS00014080,3,SANTE,29734,20,2025,4,2024-05-14,2025-06-30,5,2024,Rist.Cheque,Anterieur,0.0,0.0,0.0,0.0,25074.478,0.0,11.853,26155.168,1561.825
QA00014084,1,AUTO,14686,136,2025,10,2022-07-31,2025-02-19,7,2022,Ann.Cxp,En Cours,1248.887,131.787,5.786,0.0,1445.68,312.222,14.461,1854.737,170.525
QA00014133,1,AUTO,11423,194,2025,12,2023-12-10,2025-10-02,12,2023,NEANT,En Cours,155.61,0.0,54.014,0.0,235.978,38.903,9.533,299.227,42.787
QR00014136,2,IRDS,27675,131,2024,6,2023-02-28,2024-03-11,3,2024,Rist.Agent,Anterieur,0.0,0.0,0.0,0.0,0.0,0.0,9.356,9.356,0.656
QA00014185,1,AUTO,18631,82,2022,9,2022-09-14,2023-06-04,6,2023,NEANT,En Cours,75.499,0.0,0.0,0.0,134.516,18.875,14.619,178.022,27.805
QA00014202,1,AUTO,5111,145,2023,12,2022-03-17,2023-02-08,2,2023,NEANT,En Cours,2904.946,704.081,18.798,0.0,3627.825,726.236,12.413,4646.124,427.849
QA00014220,1,AUTO,13678,143,2020,5,2020-12-15,2023-05-28,5,2023,Annulation,Anterieur,66.131,30.534,25.038,7.631,205.022,16.533,10.317,245.977,25.468
QA00014224,1,AUTO,11377,17,2024,7,2023-07-24,2024-03-17,7,2023,Rist.Caisse,En Cours,378.035,95.552,0.0,0.0,550.037,94.509,14.113,691.213,89.864
QA00014312,1,AUTO,5437,17,2020,2,2020-02-09,2020-05-11,5,2020,Ann.Cxp,En Cours,365.7,83.936,113.384,21.588,0.0,91.425,12.003,815.209,72.385
QS00014364,3,SANTE,29973,43,2023,5,2022-02-15,2024-12-09,12,2024,Rist.Bank,En Cours,0.0,0.0,0.0,0.0,29776.248,0.0,15.174,31555.72,2700.258
QS00014565,3,SANTE,28688,198,2019,8,2019-02-15,2024-12-14,12,2024,Annulation,En Cours,0.0,0.0,0.0,0.0,61985.25,0.0,17.283,65160.667,5383.465
QS00014569,3,SANTE,28823,31,2022,3,2022-05-14,2024-08-17,8,2024,Annulation,Anterieur,0.0,0.0,0.0,0.0,28527.23,0.0,15.408,30242.426,2364.018
QA00014581,1,AUTO,16674,94,2024,12,2023-01-18,2024-04-19,1,2023,Rist.Agent,Anterieur,228.637,95.024,0.0,43.441,453.949,57.159,11.203,556.759,53.888
QA00014623,1,AUTO,8565,96,2019,2,2018-06-15,2022-04-04,4,2022,Annulation,En Cours,329.014,0.0,0.0,15.336,361.271,82.254,8.451,472.92,46.904
QA00014631,1,AUTO,19934,167,2021,6,2020-03-30,2023-04-24,4,2023,NEANT,Anterieur,531.933,85.69,38.343,0.0,739.579,132.983,10.463,940.993,162.759
QA00014688,1,AUTO,6865,146,2019,2,2019-09-07,2019-12-20,9,2019,Rist.Cheque,En Cours,5145.952,0.0,92.771,11.006,5315.713,1286.488,5.767,6985.283,926.304
QR00014773,2,IRDS,20653,24,2025,10,2022-09-26,2024-05-11,9,2022,Ann.Cxp,Anterieur,0.0,0.0,0.0,55.219,55.219,0.0,7.084,65.185,5.88
QA00014788,1,AUTO,18228,133,2023,5,2022-12-04,2024-11-11,11,2024,NEANT,En Cours,193.957,0.0,0.0,31.879,320.017,48.489,5.758,395.541,50.144
QA00014900,1,AUTO,5425,17,2021,4,2021-04-26,2022-06-19,6,2022,NEANT,Anterieur,111.861,0.0,0.0,60.819,239.48,27.965,9.243,292.776,41.054
QR00014931,2,IRDS,23755,44,2020,4,2020-03-17,2020-07-13,7,2020,Ann.Cxp,Anterieur,173.032,0.0,0.0,0.0,173.032,43.258,7.841,234.867,19.234
QA00015003,1,AUTO,18860,177,2021,1,2020-09-21,2021-04-29,4,2021,Annulation,En Cours,10357.203,2735.133,19.655,0.0,13111.991,2589.301,10.027,16392.589,2764.086
QA00015040,1,AUTO,277,200,2022,12,2021-11-20,2022-06-12,6,2022,Rist.Agent,Anterieur,215.451,0.0,93.462,47.67,0.0,53.863,11.788,475.797,82.339
QA00015059,1,AUTO,8402,125,2019,5,2018-01-06,2020-12-18,12,2020,Rist.Caisse,Anterieur,9498.78,6644.195,83.443,0.0,16250.238,2374.695,14.086,19669.697,3305.315
QA00015066,1,AUTO,12105,96,2022,11,2021-05-09,2023-04-30,4,2023,Rist.Agent,En Cours,154.417,60.977,0.0,0.0,234.54,38.604,13.897,300.479,37.027
QR00015096,2,IRDS,22256,177,2023,2,2023-09-07,2024-12-29,12,2024,Rist.Bank,Anterieur,593.819,33.927,0.0,20.301,648.047,148.455,3.77,832.269,109.261
QA00015097,1,AUTO,19800,58,2022,9,2021-05-22,2022-01-21,1,2022,Ann.Cxp,En Cours,288.044,75.269,0.0,0.0,411.384,72.011,6.578,518.456,59.901
QA00015109,1,AUTO,12921,30,2020,4,2019-01-29,2020-10-24,10,2020,Ann.Cxp,En Cours,63.49,11.987,14.658,10.201,116.092,15.873,8.457,146.473,18.999
QA00015193,1,AUTO,11187,18,2022,3,2022-11-22,2023-06-26,6,2023,Rist.Caisse,Anterieur,296.697,99.593,0.0,0.0,492.675,74.174,14.354,614.157,90.656
QA00015215,1,AUTO,11666,56,2023,1,2023-08-30,,9,2024,Ann.Cxp,En Cours,179.05,78.138,73.917,27.395,444.489,44.763,12.85,532.702,63.971
QR00015234,2,IRDS,23988,192,2025,6,2022-06-07,2025-11-17,6,2022,Annulation,Anterieur,0.0,420.101,0.0,0.0,420.101,0.0,4.792,443.938,45.392
QA00015297,1,AUTO,18211,33,2021,6,2020-09-08,2022-03-07,3,2022,Annulation,En Cours,6725.318,4081.997,0.0,22.481,10996.522,1681.33,14.817,13427.745,1495.714
